Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Margen
2024-01-17,Smartwatch,Electronics,South,1,$565,$148.79,26.33%
2024-01-16,Camera,Electronics,East,8,"$3,432",$172.69,5.03%
2024-01-16,Smartwatch,Electronics,North,5,"$1,645",$313.66,19.07%
2024-01-16,Tablet,Electronics,West,6,$966,$246.21,25.49%
2024-01-16,Printer,Office,South,1,$879,$135.00,15.36%
2024-01-16,Printer,Office,East,1,$591,$39.06,6.61%
2024-01-15,Tablet,Electronics,South,7,"$6,874",$454.53,6.61%
2024-01-14,Laptop,Electronics,West,6,"$4,728",$682.01,14.42%
2024-01-13,Mouse,Accessories,West,9,"$6,138","$1,478.57",24.09%
2024-01-13,Laptop,Electronics,North,1,"$1,038",$63.23,6.09%
2024-01-12,Headphones,Accessories,South,6,$978,$182.46,18.66%
2024-01-11,Keyboard,Accessories,North,7,"$4,095",$883.56,21.58%
2024-01-11,Smartwatch,Electronics,East,7,"$3,948",$758.36,19.21%
2024-01-10,Camera,Electronics,North,5,"$3,720","$1,077.21",28.96%
2024-01-10,Monitor,Accessories,West,8,"$3,624","$1,071.43",29.56%
2024-01-10,Monitor,Accessories,South,4,"$2,360",$391.82,16.60%
2024-01-09,Keyboard,Accessories,South,3,"$2,925",$433.95,14.84%
2024-01-09,Smartwatch,Electronics,North,5,"$2,530",$486.09,19.21%
2024-01-09,Headphones,Accessories,West,1,$309,$62.08,20.09%
2024-01-08,Printer,Office,North,1,"$1,062",$272.42,25.65%
2024-01-08,Keyboard,Accessories,East,1,$311,$50.66,16.29%
2024-01-07,Smartphone,Electronics,North,9,"$8,793",$901.70,10.25%
2024-01-07,Camera,Electronics,North,4,"$4,136",$294.21,7.11%
2024-01-06,Mouse,Accessories,North,1,$373,$72.17,19.35%
2024-01-05,Laptop,Electronics,West,9,"$9,783","$2,347.49",24.00%
2024-01-05,Smartphone,Electronics,East,7,"$3,857",$447.99,11.61%
2024-01-05,Printer,Office,North,8,"$1,824",$495.35,27.16%
2024-01-05,Smartwatch,Electronics,North,2,"$1,578",$463.58,29.38%
2024-01-04,Camera,Electronics,South,8,"$5,176","$1,400.82",27.06%
2024-01-04,Camera,Electronics,East,1,$179,$42.37,23.67%
2024-01-03,Camera,Electronics,West,9,"$3,627",$797.53,21.99%
2024-01-03,Smartphone,Electronics,North,1,$357,$82.86,23.21%
2024-01-03,Smartphone,Electronics,North,2,$258,$64.12,24.85%
2024-01-02,Monitor,Accessories,West,5,"$5,310",$806.12,15.18%
2024-01-02,Printer,Office,West,8,"$3,816",$574.57,15.06%
2024-01-02,Smartwatch,Electronics,West,8,"$3,624",$750.86,20.72%
2024-01-02,Mouse,Accessories,West,4,"$3,428",$305.79,8.92%
2024-01-01,Mouse,Accessories,West,6,"$5,790","$1,285.21",22.20%
2023-12-31,Monitor,Accessories,South,5,"$5,990","$1,192.11",19.90%
2023-12-31,Smartphone,Electronics,North,9,"$5,427",$731.33,13.48%
2023-12-31,Keyboard,Accessories,West,2,$894,$224.75,25.14%
2023-12-31,Smartphone,Electronics,East,1,$622,$104.57,16.81%
2023-12-30,Monitor,Accessories,North,8,"$6,520","$1,113.12",17.07%
2023-12-30,Laptop,Electronics,South,1,$111,$19.33,17.41%
2023-12-29,Camera,Electronics,West,9,"$9,972","$2,566.01",25.73%
2023-12-29,Mouse,Accessories,West,8,"$2,960",$607.64,20.53%
2023-12-29,Smartwatch,Electronics,East,1,$723,$115.26,15.94%
2023-12-29,Printer,Office,West,2,$340,$59.56,17.52%
2023-12-28,Headphones,Accessories,East,7,"$8,155","$1,587.91",19.47%
2023-12-28,Tablet,Electronics,North,3,"$3,111",$607.23,19.52%
2023-12-28,Tablet,Electronics,South,7,"$2,009",$183.19,9.12%
2023-12-28,Tablet,Electronics,North,1,$373,$53.15,14.25%
2023-12-27,Monitor,Accessories,South,9,"$6,138",$851.14,13.87%
2023-12-27,Mouse,Accessories,East,3,"$3,378",$520.31,15.40%
2023-12-27,Tablet,Electronics,East,5,$740,$146.39,19.78%
2023-12-26,Laptop,Electronics,East,8,"$6,968","$1,479.09",21.23%
2023-12-26,Tablet,Electronics,North,3,"$2,532",$343.13,13.55%
2023-12-26,Smartphone,Electronics,East,9,$828,$59.99,7.25%
2023-12-25,Mouse,Accessories,North,6,"$7,146","$1,627.42",22.77%
2023-12-25,Camera,Electronics,South,5,"$3,455",$867.55,25.11%
2023-12-25,Smartwatch,Electronics,West,2,$200,$10.45,5.23%
2023-12-24,Headphones,Accessories,East,8,"$8,200","$1,978.93",24.13%
2023-12-24,Laptop,Electronics,South,7,"$3,388",$347.19,10.25%
2023-12-24,Smartphone,Electronics,North,9,"$2,430",$613.67,25.25%
2023-12-24,Monitor,Accessories,South,1,"$1,161",$210.87,18.16%
2023-12-24,Headphones,Accessories,West,1,$847,$237.41,28.03%
2023-12-22,Tablet,Electronics,North,8,"$5,920","$1,436.70",24.27%
2023-12-22,Tablet,Electronics,North,7,"$4,704",$978.81,20.81%
2023-12-22,Printer,Office,West,9,"$2,934",$473.34,16.13%
2023-12-21,Camera,Electronics,East,8,"$8,440","$1,504.18",17.82%
2023-12-21,Tablet,Electronics,North,7,"$7,462","$2,166.17",29.03%
2023-12-21,Keyboard,Accessories,East,2,"$1,606",$138.96,8.65%
2023-12-20,Smartwatch,Electronics,South,5,"$2,545",$588.47,23.12%
2023-12-20,Printer,Office,South,6,"$2,142",$476.19,22.23%
2023-12-20,Laptop,Electronics,North,1,"$1,176",$157.47,13.39%
2023-12-20,Laptop,Electronics,East,4,$228,$54.05,23.71%
2023-12-19,Camera,Electronics,North,7,"$7,203",$523.52,7.27%
2023-12-19,Mouse,Accessories,South,6,"$6,576","$1,899.67",28.89%
2023-12-19,Laptop,Electronics,South,8,"$5,696","$1,156.30",20.30%
2023-12-19,Headphones,Accessories,West,9,"$4,563",$675.62,14.81%
2023-12-19,Camera,Electronics,North,3,"$2,988",$362.68,12.14%
2023-12-19,Camera,Electronics,West,3,"$1,959",$274.27,14.00%
2023-12-19,Mouse,Accessories,North,7,"$1,470",$178.85,12.17%
2023-12-18,Monitor,Accessories,West,9,"$10,665","$1,595.08",14.96%
2023-12-18,Laptop,Electronics,East,9,"$5,139","$1,315.93",25.61%
2023-12-18,Keyboard,Accessories,East,6,"$2,244",$517.47,23.06%
2023-12-18,Camera,Electronics,South,2,"$2,158",$483.94,22.43%
2023-12-18,Laptop,Electronics,North,2,"$1,346",$196.50,14.60%
2023-12-18,Smartwatch,Electronics,East,1,$294,$52.37,17.81%
2023-12-17,Camera,Electronics,West,7,"$1,904",$352.86,18.53%
2023-12-17,Smartphone,Electronics,South,2,$822,$183.45,22.32%
2023-12-17,Headphones,Accessories,South,1,$351,$32.61,9.29%
2023-12-17,Keyboard,Accessories,East,1,$190,$27.43,14.44%
2023-12-16,Headphones,Accessories,West,7,"$8,050","$2,129.97",26.46%
2023-12-16,Headphones,Accessories,West,3,"$2,946",$666.99,22.64%
2023-12-16,Mouse,Accessories,West,5,"$1,700",$360.59,21.21%
2023-12-16,Laptop,Electronics,East,2,$562,$92.94,16.54%
2023-12-16,Mouse,Accessories,South,3,$483,$63.27,13.10%
2023-12-15,Mouse,Accessories,North,7,"$1,722",$162.39,9.43%
2023-12-15,Monitor,Accessories,West,6,$846,$190.87,22.56%
2023-12-14,Keyboard,Accessories,East,4,"$1,720",$360.78,20.98%
2023-12-13,Smartphone,Electronics,West,6,"$6,978","$2,028.63",29.07%
2023-12-13,Smartwatch,Electronics,West,6,"$4,812",$662.54,13.77%
2023-12-13,Printer,Office,South,5,"$1,415",$358.39,25.33%
2023-12-13,Smartwatch,Electronics,West,3,$795,$60.34,7.59%
2023-12-12,Keyboard,Accessories,North,8,"$6,880","$1,570.91",22.83%
2023-12-12,Laptop,Electronics,West,3,"$2,598",$560.82,21.59%
2023-12-12,Camera,Electronics,East,2,"$1,026",$170.31,16.60%
2023-12-12,Smartwatch,Electronics,West,2,$850,$59.92,7.05%
2023-12-11,Laptop,Electronics,West,9,"$6,138","$1,562.14",25.45%
2023-12-11,Smartphone,Electronics,East,5,"$5,175",$786.27,15.19%
2023-12-11,Mouse,Accessories,West,4,"$2,840",$591.94,20.84%
2023-12-11,Laptop,Electronics,North,3,"$2,139",$415.84,19.44%
2023-12-11,Smartwatch,Electronics,East,5,$550,$63.11,11.47%
2023-12-10,Laptop,Electronics,East,5,"$4,360","$1,160.55",26.62%
2023-12-10,Mouse,Accessories,East,8,"$4,136","$1,056.54",25.54%
2023-12-09,Camera,Electronics,South,4,"$4,176",$980.11,23.47%
2023-12-09,Headphones,Accessories,East,1,$832,$227.11,27.30%
2023-12-09,Camera,Electronics,East,1,$718,$169.09,23.55%
2023-12-08,Camera,Electronics,South,9,"$9,936","$2,797.45",28.15%
2023-12-08,Laptop,Electronics,East,6,"$5,112","$1,289.47",25.22%
2023-12-07,Smartphone,Electronics,West,9,"$10,404","$2,028.21",19.49%
2023-12-07,Headphones,Accessories,North,4,$596,$72.65,12.19%
2023-12-07,Mouse,Accessories,West,1,$527,$27.45,5.21%
2023-12-06,Mouse,Accessories,North,9,"$10,593","$2,488.69",23.49%
2023-12-06,Laptop,Electronics,East,3,"$2,883",$557.81,19.35%
2023-12-06,Laptop,Electronics,South,6,"$2,700",$527.97,19.55%
2023-12-05,Headphones,Accessories,North,8,"$7,096",$991.23,13.97%
2023-12-05,Tablet,Electronics,East,5,"$4,730","$1,365.63",28.87%
2023-12-05,Keyboard,Accessories,North,4,"$4,716",$704.99,14.95%
2023-12-05,Laptop,Electronics,North,4,"$3,824",$711.92,18.62%
2023-12-05,Smartwatch,Electronics,East,8,"$2,072",$555.06,26.79%
2023-12-05,Keyboard,Accessories,East,2,"$1,446",$171.73,11.88%
2023-12-05,Smartphone,Electronics,North,2,$876,$66.68,7.61%
2023-12-05,Camera,Electronics,East,1,$157,$27.65,17.61%
2023-12-04,Monitor,Accessories,East,9,"$8,586","$1,555.82",18.12%
2023-12-04,Monitor,Accessories,South,6,"$7,074","$1,357.68",19.19%
2023-12-04,Printer,Office,South,6,"$4,380",$522.30,11.92%
2023-12-04,Laptop,Electronics,North,8,"$3,528",$593.11,16.81%
2023-12-04,Laptop,Electronics,North,3,"$1,638",$306.29,18.70%
2023-12-04,Keyboard,Accessories,South,1,$612,$136.25,22.26%
2023-12-04,Headphones,Accessories,South,1,$314,$66.23,21.09%
2023-12-03,Tablet,Electronics,North,3,"$2,883",$671.91,23.31%
2023-12-03,Smartphone,Electronics,East,1,"$1,039",$137.24,13.21%
2023-12-03,Monitor,Accessories,North,1,$140,$24.21,17.29%
2023-12-02,Smartphone,Electronics,West,2,"$1,736",$388.09,22.36%
2023-12-01,Mouse,Accessories,South,9,"$7,866","$1,554.38",19.76%
2023-12-01,Tablet,Electronics,South,9,"$1,593",$322.46,20.24%
2023-12-01,Keyboard,Accessories,South,1,"$1,178",$161.06,13.67%
2023-12-01,Mouse,Accessories,North,1,"$1,160",$149.81,12.91%
2023-12-01,Tablet,Electronics,South,1,$847,$142.74,16.85%
2023-12-01,Camera,Electronics,West,1,$524,$106.35,20.30%
2023-12-01,Camera,Electronics,South,1,$508,$151.29,29.78%
2023-11-30,Smartwatch,Electronics,West,8,"$3,928",$700.38,17.83%
2023-11-30,Camera,Electronics,South,3,"$3,126",$870.95,27.86%
2023-11-30,Smartphone,Electronics,North,7,"$2,639",$268.88,10.19%
2023-11-30,Monitor,Accessories,North,7,$875,$203.63,23.27%
2023-11-30,Laptop,Electronics,North,5,$505,$71.97,14.25%
2023-11-29,Mouse,Accessories,North,9,"$8,100","$2,203.56",27.20%
2023-11-29,Mouse,Accessories,South,6,"$6,876","$1,029.92",14.98%
2023-11-29,Camera,Electronics,East,7,"$5,467",$556.02,10.17%
2023-11-29,Printer,Office,East,8,"$2,456",$404.35,16.46%
2023-11-29,Tablet,Electronics,North,5,"$1,630",$190.38,11.68%
2023-11-29,Headphones,Accessories,South,8,"$1,008",$100.61,9.98%
2023-11-28,Laptop,Electronics,East,9,"$5,481","$1,540.75",28.11%
2023-11-28,Printer,Office,South,8,"$3,912",$334.10,8.54%
2023-11-28,Tablet,Electronics,East,3,"$2,214",$507.70,22.93%
2023-11-28,Headphones,Accessories,East,3,"$1,143",$275.04,24.06%
2023-11-27,Monitor,Accessories,East,8,"$7,560",$494.34,6.54%
2023-11-27,Smartwatch,Electronics,East,6,"$5,508","$1,632.37",29.64%
2023-11-27,Monitor,Accessories,South,5,"$1,215",$162.02,13.33%
2023-11-26,Printer,Office,West,5,"$1,925",$570.93,29.66%
2023-11-25,Smartphone,Electronics,West,9,"$9,090",$937.69,10.32%
2023-11-25,Laptop,Electronics,South,1,$810,$157.47,19.44%
2023-11-25,Camera,Electronics,East,2,$494,$56.41,11.42%
2023-11-25,Smartphone,Electronics,North,1,$307,$50.20,16.35%
2023-11-24,Laptop,Electronics,East,9,"$7,731","$1,459.74",18.88%
2023-11-24,Mouse,Accessories,North,4,"$4,344",$461.72,10.63%
2023-11-24,Printer,Office,West,4,$604,$180.93,29.96%
2023-11-24,Smartwatch,Electronics,East,1,$584,$172.40,29.52%
2023-11-23,Smartwatch,Electronics,North,6,"$1,746",$289.20,16.56%
2023-11-23,Headphones,Accessories,North,3,$534,$120.53,22.57%
2023-11-23,Keyboard,Accessories,East,1,$266,$22.42,8.43%
2023-11-23,Smartwatch,Electronics,South,1,$61,$16.11,26.41%
2023-11-22,Smartphone,Electronics,West,4,"$3,684","$1,009.10",27.39%
2023-11-22,Printer,Office,North,8,"$2,856",$350.32,12.27%
2023-11-22,Headphones,Accessories,West,2,"$1,548",$157.48,10.17%
2023-11-22,Smartwatch,Electronics,North,2,"$1,258",$146.70,11.66%
2023-11-22,Laptop,Electronics,North,2,$750,$77.68,10.36%
2023-11-22,Laptop,Electronics,West,6,$438,$26.03,5.94%
2023-11-22,Headphones,Accessories,North,1,$247,$35.65,14.43%
2023-11-21,Tablet,Electronics,North,9,"$9,441","$2,171.42",23.00%
2023-11-21,Mouse,Accessories,West,3,"$2,631",$157.19,5.97%
2023-11-20,Laptop,Electronics,South,7,"$8,141",$651.16,8.00%
2023-11-20,Camera,Electronics,South,7,"$3,962",$916.13,23.12%
2023-11-20,Camera,Electronics,South,2,"$2,324",$516.06,22.21%
2023-11-20,Smartwatch,Electronics,West,2,"$2,244",$212.08,9.45%
2023-11-20,Headphones,Accessories,North,8,$824,$240.84,29.23%
2023-11-19,Printer,Office,East,8,"$5,296","$1,234.81",23.32%
2023-11-19,Mouse,Accessories,South,5,"$4,240",$426.41,10.06%
2023-11-19,Printer,Office,East,3,"$3,534",$489.06,13.84%
2023-11-19,Smartwatch,Electronics,East,1,$384,$83.58,21.77%
2023-11-18,Camera,Electronics,North,6,"$7,164","$1,442.72",20.14%
2023-11-18,Smartphone,Electronics,South,3,"$1,680",$140.27,8.35%
2023-11-17,Smartwatch,Electronics,North,9,"$7,551",$894.40,11.84%
2023-11-17,Laptop,Electronics,North,3,"$2,415",$538.39,22.29%
2023-11-17,Smartphone,Electronics,West,7,"$1,281",$282.63,22.06%
2023-11-16,Printer,Office,South,9,"$6,813","$1,966.66",28.87%
2023-11-16,Camera,Electronics,East,6,"$6,534",$355.03,5.43%
2023-11-16,Printer,Office,South,4,"$4,680",$301.91,6.45%
2023-11-16,Smartphone,Electronics,South,1,$558,$49.81,8.93%
2023-11-15,Printer,Office,West,3,"$2,316",$356.50,15.39%
2023-11-15,Smartphone,Electronics,West,1,"$1,128",$73.74,6.54%
2023-11-15,Tablet,Electronics,West,3,$813,$188.94,23.24%
2023-11-14,Printer,Office,East,2,"$1,058",$298.69,28.23%
2023-11-13,Printer,Office,North,3,"$3,477",$939.20,27.01%
2023-11-13,Smartwatch,Electronics,West,8,"$3,416",$478.90,14.02%
2023-11-13,Smartphone,Electronics,North,3,"$3,234",$440.70,13.63%
2023-11-12,Monitor,Accessories,West,9,"$5,220","$1,324.01",25.36%
2023-11-12,Laptop,Electronics,South,7,"$2,562",$347.62,13.57%
2023-11-12,Printer,Office,North,9,"$1,737",$152.98,8.81%
2023-11-12,Headphones,Accessories,West,2,"$1,126",$204.99,18.21%
2023-11-12,Smartwatch,Electronics,North,1,$371,$108.58,29.27%
2023-11-11,Printer,Office,South,4,"$4,360","$1,207.46",27.69%
2023-11-11,Mouse,Accessories,North,1,$459,$125.19,27.27%
2023-11-10,Printer,Office,South,8,"$9,184","$1,795.93",19.55%
2023-11-10,Keyboard,Accessories,East,6,"$5,880",$454.19,7.72%
2023-11-09,Smartphone,Electronics,East,6,"$5,190","$1,215.07",23.41%
2023-11-08,Camera,Electronics,South,7,"$2,240",$580.47,25.91%
2023-11-08,Camera,Electronics,East,2,$516,$122.77,23.79%
2023-11-07,Monitor,Accessories,South,6,"$3,942",$748.74,18.99%
2023-11-06,Smartphone,Electronics,North,6,"$6,486",$359.49,5.54%
2023-11-06,Mouse,Accessories,West,7,"$6,006","$1,595.22",26.56%
2023-11-06,Printer,Office,North,3,"$3,522",$883.41,25.08%
2023-11-06,Monitor,Accessories,West,1,$464,$58.38,12.58%
2023-11-06,Printer,Office,West,1,$196,$39.60,20.20%
2023-11-05,Monitor,Accessories,East,9,"$5,976","$1,747.57",29.24%
2023-11-05,Monitor,Accessories,South,7,"$5,446",$697.21,12.80%
2023-11-05,Keyboard,Accessories,East,6,"$5,286",$636.16,12.03%
2023-11-05,Mouse,Accessories,West,1,$913,$162.24,17.77%
2023-11-04,Monitor,Accessories,South,6,"$6,630",$512.60,7.73%
2023-11-04,Tablet,Electronics,West,6,"$2,946",$208.01,7.06%
2023-11-04,Laptop,Electronics,East,4,"$2,892",$863.47,29.86%
2023-11-04,Printer,Office,North,2,"$1,582",$422.46,26.70%
2023-11-04,Headphones,Accessories,East,1,"$1,011",$186.42,18.44%
2023-11-03,Smartphone,Electronics,West,5,"$1,935",$128.01,6.62%
2023-11-02,Mouse,Accessories,North,9,"$8,640","$1,254.30",14.52%
2023-11-01,Camera,Electronics,North,7,"$1,799",$274.11,15.24%
2023-11-01,Monitor,Accessories,South,6,"$1,506",$407.73,27.07%
2023-11-01,Camera,Electronics,East,1,$113,$20.07,17.76%
2023-10-30,Monitor,Accessories,North,4,"$4,740",$833.27,17.58%
2023-10-30,Smartwatch,Electronics,North,8,"$3,256",$533.70,16.39%
2023-10-29,Keyboard,Accessories,North,8,"$2,640",$723.88,27.42%
2023-10-29,Keyboard,Accessories,East,2,"$1,018",$297.21,29.20%
2023-10-28,Tablet,Electronics,East,7,"$5,075",$471.21,9.28%
2023-10-28,Headphones,Accessories,West,1,$526,$108.88,20.70%
2023-10-27,Smartwatch,Electronics,North,6,"$1,344",$338.40,25.18%
2023-10-26,Printer,Office,East,8,"$6,016",$406.13,6.75%
2023-10-26,Laptop,Electronics,West,6,"$3,306",$697.74,21.11%
2023-10-26,Mouse,Accessories,West,5,"$1,940",$423.17,21.81%
2023-10-26,Keyboard,Accessories,South,5,$875,$70.72,8.08%
2023-10-25,Printer,Office,South,8,"$6,016",$898.33,14.93%
2023-10-25,Smartphone,Electronics,East,2,"$1,614",$376.31,23.32%
2023-10-25,Mouse,Accessories,West,1,$956,$167.16,17.49%
2023-10-24,Monitor,Accessories,South,5,"$5,105","$1,003.40",19.66%
2023-10-24,Mouse,Accessories,South,6,"$4,014",$717.44,17.87%
2023-10-24,Monitor,Accessories,North,4,"$1,456",$431.89,29.66%
2023-10-24,Keyboard,Accessories,East,3,$513,$48.23,9.40%
2023-10-24,Monitor,Accessories,North,3,$474,$83.32,17.58%
2023-10-24,Printer,Office,North,5,$370,$92.45,24.99%
2023-10-23,Monitor,Accessories,North,7,"$7,280","$1,682.79",23.12%
2023-10-23,Camera,Electronics,South,9,"$3,780",$724.36,19.16%
2023-10-23,Keyboard,Accessories,South,4,$584,$127.28,21.79%
2023-10-23,Camera,Electronics,South,2,$396,$94.55,23.88%
2023-10-22,Mouse,Accessories,West,7,"$8,155","$2,177.38",26.70%
2023-10-22,Mouse,Accessories,South,7,"$3,605",$387.82,10.76%
2023-10-20,Printer,Office,South,9,"$9,225","$1,391.15",15.08%
2023-10-20,Printer,Office,East,5,"$3,910",$538.52,13.77%
2023-10-20,Laptop,Electronics,South,4,"$2,656",$687.63,25.89%
2023-10-20,Keyboard,Accessories,East,8,"$2,256",$316.77,14.04%
2023-10-19,Tablet,Electronics,West,8,"$3,320",$413.32,12.45%
2023-10-19,Printer,Office,South,7,"$2,758",$459.02,16.64%
2023-10-19,Keyboard,Accessories,East,3,"$2,625",$349.61,13.32%
2023-10-19,Mouse,Accessories,East,4,"$1,168",$177.54,15.20%
2023-10-18,Camera,Electronics,West,6,"$6,846",$932.21,13.62%
2023-10-18,Laptop,Electronics,South,3,"$1,596",$91.23,5.72%
2023-10-17,Monitor,Accessories,West,5,"$4,730","$1,416.10",29.94%
2023-10-17,Smartwatch,Electronics,West,2,$862,$105.97,12.29%
2023-10-17,Keyboard,Accessories,North,1,$381,$26.69,7.01%
2023-10-16,Camera,Electronics,South,6,"$5,928","$1,177.20",19.86%
2023-10-15,Headphones,Accessories,West,9,"$8,496","$1,721.60",20.26%
2023-10-15,Keyboard,Accessories,South,1,$962,$260.28,27.06%
2023-10-14,Printer,Office,East,8,"$3,312",$854.12,25.79%
2023-10-14,Laptop,Electronics,North,4,$908,$219.79,24.21%
2023-10-14,Mouse,Accessories,West,8,$528,$53.91,10.21%
2023-10-14,Smartphone,Electronics,South,2,$348,$56.31,16.18%
2023-10-13,Smartphone,Electronics,South,7,"$4,697",$976.26,20.78%
2023-10-13,Camera,Electronics,South,4,"$4,484",$893.27,19.92%
2023-10-13,Mouse,Accessories,North,4,"$3,604",$971.14,26.95%
2023-10-13,Smartwatch,Electronics,East,6,"$1,758",$287.36,16.35%
2023-10-13,Smartwatch,Electronics,North,9,"$1,467",$384.22,26.19%
2023-10-13,Headphones,Accessories,East,2,$414,$51.10,12.34%
2023-10-12,Printer,Office,North,6,"$6,348",$557.72,8.79%
2023-10-12,Mouse,Accessories,East,6,"$4,746",$545.57,11.50%
2023-10-12,Printer,Office,East,1,$267,$41.85,15.67%
2023-10-12,Smartphone,Electronics,South,1,$192,$16.47,8.58%
2023-10-11,Tablet,Electronics,North,8,"$6,968",$704.55,10.11%
2023-10-11,Monitor,Accessories,North,1,$59,$10.32,17.49%
2023-10-10,Headphones,Accessories,West,5,"$2,665",$532.76,19.99%
2023-10-10,Monitor,Accessories,North,6,"$1,614",$166.62,10.32%
2023-10-10,Keyboard,Accessories,East,9,$972,$100.00,10.29%
2023-10-10,Camera,Electronics,West,1,$570,$138.54,24.31%
2023-10-09,Headphones,Accessories,North,7,"$6,167","$1,027.98",16.67%
2023-10-09,Camera,Electronics,West,3,"$1,821",$543.01,29.82%
2023-10-09,Headphones,Accessories,South,4,"$1,396",$135.48,9.70%
2023-10-09,Tablet,Electronics,North,6,"$1,128",$207.97,18.44%
2023-10-09,Smartphone,Electronics,South,2,$912,$161.37,17.69%
2023-10-09,Mouse,Accessories,South,9,$594,$51.49,8.67%
2023-10-08,Printer,Office,East,9,"$8,046","$2,210.33",27.47%
2023-10-08,Mouse,Accessories,South,7,"$4,921",$827.87,16.82%
2023-10-08,Printer,Office,South,1,$802,$153.55,19.15%
2023-10-06,Smartwatch,Electronics,North,1,$915,$264.30,28.89%
2023-10-05,Tablet,Electronics,West,6,"$3,486","$1,011.74",29.02%
2023-10-05,Headphones,Accessories,North,1,$662,$193.92,29.29%
2023-10-05,Laptop,Electronics,South,1,$575,$104.31,18.14%
2023-10-04,Laptop,Electronics,West,6,"$6,984","$1,433.65",20.53%
2023-10-04,Printer,Office,East,2,"$1,918",$435.56,22.71%
2023-10-03,Camera,Electronics,South,4,"$4,480",$592.82,13.23%
2023-10-03,Smartwatch,Electronics,South,6,$918,$116.87,12.73%
2023-10-02,Camera,Electronics,South,4,"$3,084",$348.38,11.30%
2023-10-02,Tablet,Electronics,North,1,"$1,130",$268.88,23.79%
2023-10-02,Keyboard,Accessories,East,1,"$1,017",$69.33,6.82%
2023-10-01,Tablet,Electronics,North,9,"$8,523",$978.97,11.49%
2023-10-01,Keyboard,Accessories,North,7,"$4,032",$426.13,10.57%
2023-10-01,Smartwatch,Electronics,North,5,"$3,970",$642.70,16.19%
2023-10-01,Printer,Office,South,6,"$2,622",$131.53,5.02%
